band_gap,formation_energy_per_atom,nelements,elements,formula,material_id
0.0,-1.5459414540000012,3,"O,Si,Yb",Yb3SiO,mp-3216524
0.0,-1.007253884821428,3,"Ba,O,Si",Ba21Si2O5,mp-563032
0.0,-3.022352750000001,3,"Al,O,Si",Al(SiO3)2,mp-1229033
0.0,-2.550871035000001,3,"O,Si,V",V2SiO4,mp-769922
0.0,-2.812717536,3,"Al,O,Si",Al3(SiO5)2,mp-1193561
0.0,-2.5991824924642852,3,"K,O,Si",K(SiO2)2,mp-1211961
0.0,-2.443742023214286,3,"Mg,O,Si",Mg3Si2O9,mp-1192605
0.0,-0.6472227768750001,3,"H,O,Si",SiH2O,mp-675098
0.0,-2.439601229642857,3,"Mg,O,Si",Mg3Si2O9,mp-1210640
0.0,-0.793471649166665,3,"Ag,O,Si",Si(AgO)2,mp-1209067
0.0,-2.444350965714286,3,"Mg,O,Si",Mg3Si2O9,mp-1103891
0.0,-2.5123035133333342,3,"Fe,O,Si",Fe(SiO3)2,mp-25240
0.0,-2.636511475,3,"O,Sb,Si",Si2SbO6,mp-1323719
0.0,-2.231324256666665,3,"Ni,O,Si",Si2NiO6,mp-1264292
0.0,-2.45668859125,3,"Mg,O,Si",Mg3Si2O9,mp-1210918
0.0,-2.567540603333333,3,"Bi,O,Si",Si2BiO6,mp-1172399
0.0,-2.440198702857144,3,"Mg,O,Si",Mg3Si2O9,mp-1211849
0.0,-3.006231220277778,3,"Al,O,Si",Al(SiO3)2,mp-726107
0.0,-1.276821042,3,"Hf,O,Si",Hf(SiO)2,mp-1212568
0.0,-1.091202965499999,3,"O,Si,U",U(SiO)2,mp-1208158
0.0,-3.529373961363638,3,"Ce,O,Si",Ce2Si2O7,mp-582983
0.0,-2.735016556333335,3,"Be,O,Si",Be4Si2O9,mp-1194006
0.0,-2.444258040357143,3,"Mg,O,Si",Mg3Si2O9,mp-1193906
0.0,-1.417546497398118,3,"Na,O,Si",Na(SiO4)2,mp-727389
0.0,-2.591069186724138,4,"Li,Mn,O,Si",Li3Mn2(SiO4)2,mp-753965
0.0,-2.590103911724137,4,"Li,Mn,O,Si",Li3Mn2(SiO4)2,mp-754026
0.0,-1.284922407719296,4,"Ag,Li,O,Si",LiSi2(AgO)8,mp-1235411
0.0,-2.774243257121212,4,"Al,Li,O,Si",LiAlSi2O7,mp-1190355
0.0,-3.201775946250002,3,"Eu,O,Si",Eu2SiO5,mp-867713
0.0,-2.368136234090909,4,"Li,Ni,O,Si",Li9Si2NiO10,mp-1176868
0.0,-2.525796783125,3,"Li,O,Si",Li3SiO4,mp-1211198
0.0,-3.014742290555555,3,"Al,O,Si",Al(SiO3)2,mp-1229099
0.0,-2.514989051538463,3,"Al,O,Si",Al2Si2O9,mp-1192644
0.0,-2.443815701785715,3,"Mg,O,Si",Mg3Si2O9,mp-1194460
0.0,-1.3003954085,3,"O,Si,Zr",Zr(SiO)2,mp-1207496
0.0,-2.3497472803333332,3,"Ca,O,Si",Ca3(SiO5)2,mp-1194249
0.0,-1.629624678999999,3,"Al,O,Si",Al2Si2O11,mp-1183020
0.0,-2.443982097857144,3,"Mg,O,Si",Mg3Si2O9,mp-1104479
0.0,-2.617348890384616,3,"O,Si,U",U2SiO10,mp-1192867
0.0,-1.872272627,3,"Al,O,Si",Al2Si2O11,mp-1103571
0.0,-2.610715721442005,3,"Mn,O,Si",Mn2Si2O7,mp-756726
0.0,-3.273013668409091,3,"Eu,O,Si",Eu2Si2O7,mp-21599
0.0,-0.45784799900000006,3,"C,O,Si",Si(CO)2,mp-1001082
0.0,-2.18787760625,3,"Ni,O,Si",Si2NiO6,mp-1363556
0.0,-0.569170228850575,3,"Na,O,Si",Na2SiO12,mp-1205057
0.0,-2.475255034861112,3,"Fe,O,Si",Fe(SiO3)2,mp-1253019
0.0,-1.487165602333333,3,"Al,O,Si",Al2Si2O11,mp-1182905
0.0,-2.092006415000001,4,"Fe,O,Si,Zn",ZnFeSiO5,mp-1048600
0.0,-3.24739039409091,3,"Eu,O,Si",Eu2Si2O7,mp-505818
0.0,-2.499562539722222,3,"Fe,O,Si",Fe(SiO3)2,mp-25231
0.0,-2.269301405057472,6,"Ca,Ge,Na,O,S,Si",Na2CaSiGe(SO6)2,mp-2713323
0.0,-3.098710709374999,6,"Al,Ca,Cr,O,Si,Y",Ca11YAl15Cr4SiO48,mp-697210
0.0,-2.921258566054598,6,"C,Ce,Na,O,Si,Ti",Na2Ce2TiSi(CO6)2,mp-558297
0.0,-2.19795208005348,6,"Ca,Ge,Na,O,S,Si",Na2Ca2SiGe2S5O24,mp-2714421
0.0,-2.256377945886814,6,"Ca,Na,O,S,Si,Sn",Na2Ca2SiSn2S5O24,mp-2714334
0.0,-2.177079859882033,5,"In,Na,O,S,Si",Na2In2Si(SO6)2,mp-2713280
0.0,-2.326692926089744,5,"B,Co,Li,O,Si",Li3CoSiBO7,mp-1650011
0.0,-1.014139927258065,5,"C,Ca,O,S,Si",Ca3SiCSO25,mp-1199820
0.0,-1.931369846319857,5,"C,Na,Ni,O,Si",Na6SiNi2(CO4)4,mp-770501
0.0,-2.682255667686781,5,"Ca,H,Mn,O,Si",CaMnSiHO5,mp-24017
0.0,0.6878445066666661,2,"O,Si",Si2O,mp-1208867
0.0,-2.9921641698999992,5,"B,N,O,Si,Sr",Sr7SiB3NO13,mp-720338
0.0,-1.807731682115385,5,"Co,F,H,O,Si",CoSiH12(OF)6,mp-24122
0.0,-2.173518446355647,5,"H,Na,O,Si,Ti",NaTi2SiH4O9,mp-1180541
0.0,-2.36469199102343,5,"B,Bi,Na,O,Si",Na3SiBiBO7,mp-772711
0.0,-2.1566754032692312,5,"C,Cu,Li,O,Si",Li3CuSiCO7,mp-772051
0.0,-2.162942760021552,5,"C,Fe,Na,O,Si",Na2FeSiCO7,mp-772135
0.0,-2.197641304097221,5,"C,Fe,Li,O,Si",Li2FeSiCO7,mp-772072
0.0,-2.264440347433686,5,"C,Na,O,Si,Sn",Na3SiSnCO7,mp-771250
0.0,-3.603050980476188,4,"Ce,O,Si,Ti",Ce2Ti2SiO9,mp-560000
0.0,-2.184930296271552,5,"Bi,C,Na,O,Si",Na2SiBiCO7,mp-771168
0.0,-2.350754717177276,5,"B,Fe,Na,O,Si",Na3FeSiBO7,mp-771318
0.0,-1.85577199326923,5,"Cr,F,H,O,Si",CrSiH12(OF)6,mp-39540
0.0,-3.538732972380953,4,"Ca,O,Si,Y",Ca2Y3Si3O13,mp-1199870
0.0,-0.8379519283333331,2,"O,Si",Si2O,mp-1063118
0.0,-2.32380930875,3,"Mg,O,Si",Mg3Si2O9,mp-1197475
0.0,-2.543612852500001,4,"Al,Mg,O,Si",Mg2Al2SiO9,mp-1222213
0.0,-2.546930431428571,4,"Al,Mg,O,Si",Mg2Al2SiO9,mp-1222230
0.0,-1.540387973137931,3,"Na,O,Si",NaSi2O7,mp-1196659
0.0,-3.1311205,4,"Al,Ca,O,Si",Ca3Al4SiO12,mp-1227806
0.0,-1.908116657941176,3,"Cd,O,Si",Cd5(SiO5)2,mp-1182036
0.0,-2.131637711296297,3,"O,Si,Ti",Ti2Si2O5,mp-971724
0.0,-2.642022144353448,4,"Cs,Mg,O,Si",CsMg6SiO8,mp-1257226
0.0,-1.015579242592593,3,"B,O,Si",Si2B2O5,mp-972793
0.0,-2.109845752777778,3,"O,Si,Zr",Zr2Si2O5,mp-1188010
0.0,-2.37455595125,4,"Cr,O,Si,Zn",ZnCrSiO5,mp-1397660
0.0,-2.5166571119230783,3,"Al,O,Si",Al2Si2O9,mp-1103547
0.0,-2.700842459444445,3,"La,O,Si",La2Si2O5,mp-1185023
0.0,-2.891250646333333,4,"Mg,Nb,O,Si",MgNb3SiO10,mp-2224814
0.0,-2.9199476016666663,4,"Mg,Nb,O,Si",MgNb3SiO10,mp-2232134
0.0,-2.893715305666666,4,"Mg,Nb,O,Si",MgNb3SiO10,mp-2232153
0.0,-2.974535723666666,4,"Mg,Nb,O,Si",MgNb3SiO10,mp-2241183
0.0,-3.588408935454545,3,"O,Si,Yb",Yb2Si2O7,mp-4300
0.0,-2.141888595000001,3,"Fe,O,Si",Fe3Si2O9,mp-1193684
0.0,-2.215149524166667,3,"O,Si,Ti",Ti4Si2O17,mp-1217602
0.0,-2.519877382179486,3,"Li,O,Si",Li4Si2O7,mp-1193913
0.0,-2.199189158472222,3,"Ni,O,Si",Si2NiO6,mp-1267080
0.0,-3.012877624166667,3,"Al,O,Si",Al(SiO3)2,mp-1229207
0.0,-2.889223890454546,3,"O,Si,V",V2Si2O7,mp-754719
0.0,-1.575189936838235,4,"H,Mg,O,Si",MgSi3HO12,mp-1211175
0.0,-3.066069738749999,3,"Al,O,Si",AlSi3O8,mp-1228240
0.0,-3.038184498986486,4,"C,Ca,O,Si",Ca7Si6CO23,mp-1227284
0.0,-2.9798749696444453,5,"K,Mg,Nb,O,Si",K4MgNb4(Si2O7)4,mp-2217038
0.0,-2.693682453821062,5,"Ca,Fe,Na,O,Si",NaCa3Fe(SiO3)8,mp-1221188
0.0,-1.80576648893617,5,"Al,Ca,O,Si,W",Ca2Al4Si8(W3O8)3,mp-1214742
0.0,-2.945103220872331,5,"H,Mg,Na,O,Si",Na3Mg5Si8(HO12)2,mp-1211019
0.0,-3.036945862127193,4,"H,Mg,O,Si",Mg16Si8HO32,mp-707515
0.0,-3.079127875460527,4,"H,Mg,O,Si",Mg16Si8HO32,mp-541550
0.0,-3.297461804230769,4,"Mg,O,Sc,Si",Mg4Sc3(SiO3)8,mp-773046
0.0,-3.052998179671053,4,"H,Mg,O,Si",Mg16Si8HO32,mp-24784
0.0,-2.792195520275862,4,"Cs,Nb,O,Si",CsNb2(SiO3)8,mp-1226910
0.0,-2.37286322416589,5,"Ca,Fe,Na,O,Si",Na3CaFe(SiO3)8,mp-1221288
0.0,-2.806072154077381,4,"B,N,O,Si",Si8BNO18,mp-728690
0.0,-2.305139551635713,4,"Ca,K,O,Si",KCa2(SiO3)8,mp-1224857
0.0,-2.790545232634409,4,"Cu,Li,O,Si",Li2Cu2Si8O19,mp-757077
0.0,-3.089519253881579,4,"H,Mg,O,Si",Mg16Si8HO32,mp-733817
0.0,-3.094591378969298,4,"H,Mg,O,Si",Mg16Si8HO32,mp-707519
0.0,-3.040001732653509,4,"H,Mg,O,Si",Mg16Si8HO32,mp-707516
0.0,-1.528070699166666,2,"O,Si",SiO2,mp-638049
0.0,-1.454254753611111,2,"O,Si",SiO2,mp-558598
0.0,-3.021090363004385,4,"H,Mg,O,Si",Mg16Si8HO32,mp-707521
0.0,-2.543024882756098,4,"K,Mg,O,Si",K8Mg(SiO3)8,mp-1234472
0.0,-0.5826641416071421,4,"Al,O,Si,Sr",Sr13Al6Si8O,mp-581263
0.0,-2.970146521081081,4,"Al,Ca,O,Si",CaAl4(SiO3)8,mp-1227202
0.0,-2.76244919451923,6,"Ba,C,Cl,Fe,O,Si",Ba6Fe3Si8C2(ClO10)3,mp-1214735
0.0,-3.359704694761906,4,"Mg,O,Si,Y",Y3Mg2Si3O13,mp-1207885
0.0,-2.4215881601694442,4,"K,O,Si,Ti",K3Ti4Si3O20,mp-1194354
0.0,2.371062926282051,4,"Fe,Li,O,Si",LiFeSi3O8,mp-781030
0.0,-2.521306726666667,4,"Co,Li,O,Si",Li3Co2Si3O10,mp-759853
0.0,0.75618172576923,4,"Ca,O,Si,Zn",CaZnSi3O8,mp-1408914
0.0,4.010871613740052,4,"Al,Na,O,Si",NaAlSi3O8,mp-1426051
0.0,1.079596066025641,4,"Li,O,Si,Ti",LiTiSi3O8,mp-1376587
0.0,0.6656234602873551,4,"Li,Mn,O,Si",LiMnSi3O8,mp-1374455
0.0,1.304416134358973,4,"Cr,Li,O,Si",LiCrSi3O8,mp-1374032
0.0,1.208155820897436,4,"Fe,Li,O,Si",LiFeSi3O8,mp-1371287
0.0,-3.058199890119049,4,"Cd,Nd,O,Si",Nd3Cd2Si3O13,mp-1210000
0.0,2.180526138974358,4,"Fe,Li,O,Si",LiFeSi3O8,mp-1368706
0.0,1.3826574535897431,4,"Al,Li,O,Si",LiAlSi3O8,mp-1344789
0.0,4.347514791794872,4,"Ag,Al,O,Si",AlSi3AgO8,mp-1337071
0.0,1.014351406666667,4,"Li,O,Si,V",LiVSi3O8,mp-1326495
0.0,-2.754865733149427,4,"Mn,Na,O,Si",NaMn2(SiO3)3,mp-1193750
0.0,-3.492860900952382,4,"Eu,F,O,Si",Eu5Si3O12F,mp-558207
0.0,-3.53517823,4,"Ca,O,Si,Y",Ca2Y3Si3O13,mp-1323665
0.0,-3.5119923889285722,4,"Ca,Nd,O,Si",Ca2Nd3Si3O13,mp-1214181
0.0,-3.5270545576190493,4,"Ca,Gd,O,Si",Ca2Gd3Si3O13,mp-1214310
0.0,-3.5481770530952392,4,"Ca,La,O,Si",Ca2La3Si3O13,mp-1214227
0.0,-2.0471493825,2,"O,Si",SiO,mp-32761
0.0,-1.4424869522222221,2,"O,Si",SiO2,mp-638035
0.0,-1.947633873837208,3,"Mg,O,Si",Mg5(Si4O15)2,mp-1180530
0.0,-1.360804182142855,3,"Ce,O,Si",Ce10Si8O3,mp-555617
0.0,-0.6413619607142851,4,"Al,O,Si,Sr",Sr10Al4Si6O,mp-556496
0.0,-2.199560477068966,4,"Al,Mg,O,Si",Mg2Al3(SiO3)6,mp-1210996
0.0,-2.83610406490661,4,"Fe,Na,O,Si",Na2Fe(Si2O5)3,mp-780575
0.0,-2.800584290905797,4,"Fe,Li,O,Si",LiFe(Si2O5)3,mp-775750
0.0,-2.883397132256944,4,"Fe,Li,O,Si",Li2Fe(Si2O5)3,mp-775303
0.0,-2.686758524166667,4,"Cu,Li,O,Si",Li2Cu2(Si2O5)3,mp-757870
0.0,-2.40858781991995,4,"Na,O,Si,Zr",Na2ZrSi6O19,mp-1210412
0.0,-2.397929450192308,4,"Ca,O,Si,Zr",CaZr(SiO3)6,mp-1214457
0.0,-0.708970725,4,"C,N,O,Si",Si6C8N2O19,mp-1197707
0.0,-2.945103616527777,4,"Cr,Li,O,Si",Li2Cr(Si2O5)3,mp-775340
0.0,-3.012045515168665,4,"Na,Nd,O,Si",NaNd(Si2O5)3,mp-1198222
0.0,-2.385655059069768,4,"Ca,Fe,O,Si",Ca4Fe5(Si3O14)2,mp-1227865
0.0,-3.015750381219087,4,"Ca,Na,O,Si",Na5Ca4(SiO3)6,mp-1210654
0.0,-2.558796747272727,4,"Fe,Li,O,Si",Li3Fe4(Si3O10)2,mp-779820
0.0,-2.7073510399540233,4,"Li,Mn,O,Si",Li5Mn4(Si3O10)2,mp-778120
0.0,-1.406488038225806,4,"Ca,O,Si,W",Ca3Si6W7O15,mp-1214353
0.0,-3.022797548596492,3,"Li,O,Si",Li(SiO2)6,mp-1235054
0.0,-2.918575308947369,3,"Ca,O,Si",Ca(SiO2)6,mp-1234144
0.0,-2.321475123686088,3,"Na,O,Si",Na5(SiO3)6,mp-945194
0.0,-2.241908218858502,3,"Na,O,Si",Na5(SiO3)6,mp-1250148
0.0,-2.634879243594567,4,"Mn,Na,O,Si",Na5Mn4(SiO3)6,mp-1210357
0.0,-1.9565400787209302,3,"Mg,O,Si",Mg5(Si4O15)2,mp-1204853
0.0,-2.77509425799373,4,"Al,Mn,O,Si",Mn2Al3Si3O14,mp-1210830
0.0,-1.978433053787879,4,"Ca,O,Si,W",Ca5Si6W5O17,mp-1214932
0.0,-1.436847655952381,3,"La,O,Si",La10Si8O3,mp-555465
0.0,-3.2420165376149432,7,"Al,Be,Ca,F,Na,O,Si",Na4Ca4Be4AlSi7(O6F)4,mp-1210262
0.0,0.39282599013345104,7,"Ca,H,K,Na,O,Si,Ti",K2NaCa2TiSi7HO20,mp-734213
0.0,2.094273934703966,5,"Na,O,P,Si,Zr",Na11Zr8Si7P5O48,mp-723254
0.0,-2.611113988598201,5,"Al,H,Na,O,Si",Na4Al3Si7(HO3)8,mp-1221340
0.0,-2.928222198950892,4,"H,Mg,O,Si",Mg16Si7HO32,mp-707534
0.0,4.145913579358974,4,"Cr,Li,O,Si",Li2CrSi7O16,mp-1369597
0.0,2.331662128974358,4,"Li,O,Si,V",Li2VSi7O16,mp-1344597
0.0,-1.8940043282131662,3,"Na,O,Si",Na8Si7O18,mp-652025
0.0,-1.110106755499999,4,"Ca,Co,O,Si",Ca6Co3Si6O5,mp-1196785
0.0,-3.178903958016215,6,"Be,Ca,H,Mn,O,Si",Ca6MnBe4Si6HO24,mp-1203787
0.0,-3.099765021274039,6,"Al,B,H,O,Si,Y",Y3Al6Si6B3H3O31,mp-1207887
0.0,-2.844099041201618,6,"Al,B,Mg,Na,O,Si",NaMg6Al3Si6(BO10)3,mp-1221241
0.0,-2.468266532916959,6,"Ca,Mn,O,Pb,S,Si",Ca6MnSi6Pb2(SO16)2,mp-1203019
0.0,-3.292202161405434,5,"Ba,Eu,Na,O,Si",Ba3NaEu3(Si3O10)2,mp-1098017
0.0,-2.728314966583072,5,"Al,Ca,Mn,O,Si",Ca4Mn5Al(Si3O14)2,mp-1227877
0.0,-2.551519462424242,5,"Al,Ca,O,Si,Sn",Ca2Al2Si6SnO22,mp-863005
0.0,-2.703033864007388,5,"Ba,Na,O,Si,Zr",Ba2Na2Zr2Si6O23,mp-1229309
0.0,-2.79094565520284,5,"Cl,Na,O,Si,Zr",Na5Zr2Si6ClO20,mp-1201520
0.0,-2.9039009536734692,5,"Be,Fe,O,Si,Y",Y4Be6Fe3(SiO5)6,mp-1265318
0.0,-2.951927876477585,6,"Al,B,Fe,Na,O,Si",NaAl6Fe3Si6B3O31,mp-818418
0.0,-3.029408297909091,4,"Al,K,O,Si",K4Al3(SiO4)3,mp-1019788
0.0,-2.9962180268416923,4,"Al,Na,O,Si",Na4Al3(SiO4)3,mp-542090
0.0,-3.49519016075,4,"Lu,Mg,O,Si",Lu3Mg2(SiO4)3,mp-1211091
0.0,-2.528144522533866,4,"Na,O,Si,Zr",Na5Zr2Si12O37,mp-1221060
0.0,-2.910029804428103,4,"K,Mn,O,Si",K3Mn5(Si2O5)6,mp-1211913
0.0,-2.814928010187025,4,"Na,O,Si,Y",Na8Y3(SiO3)12,mp-1202365
0.0,-2.624287639307359,4,"Fe,Li,O,Si",Li17Fe6(Si2O7)6,mp-760086
0.0,-1.829373951063217,6,"Ce,F,Li,N,O,Si",Li14Ce5Si11N19O7F2,mp-1224471
0.0,-0.342922356944443,3,"O,Si,U",U6Si11O,mp-1207862
0.0,-2.814698507473611,6,"Al,F,K,Li,O,Si",K3Li5Al6Si10(O5F)6,mp-735910
0.0,-3.189740622674999,6,"Al,Ca,O,Si,Ta,Ti",Ca10TaTi8Al(SiO5)10,mp-696633
0.0,-3.117151407208538,5,"Ca,Na,O,Si,Zr",Na2CaZr2Si10O27,mp-728291
0.0,-2.6960612931677392,4,"Fe,Na,O,Si",Na5Fe6(SiO3)12,mp-766401
0.0,-2.421568553173077,5,"C,Mg,O,Pb,Si",Mg9Si10Pb8(CO16)3,mp-1202494
0.0,-2.182875731914893,5,"Br,Ce,N,O,Si",Ce10Si10BrN17O9,mp-694972
0.0,-2.020682101666666,2,"O,Si",SiO2,mp-638038
0.0,-2.9732319899568953,5,"Ca,Fe,Mn,O,Si",Ca4MnFe3(SiO3)10,mp-1227749
0.0,-2.633702072866667,5,"Al,Ca,O,Si,Sr",SrCa4Al10(SiO5)10,mp-1218540
0.0,-2.647640371023707,4,"Fe,Na,O,Si",Na3Fe5(SiO3)10,mp-1176384
0.0,-1.525561646351351,4,"C,N,O,Si",Si9C8NO19,mp-1201218
0.0,-3.740091067500001,4,"Al,La,O,Si",La20Al3Si9O52,mp-1224621
0.0,-2.483717186436917,9,"Ba,Ca,F,Fe,K,Na,O,Si,Ti",KBaNaCaTi4Fe8Si8(O19F)2,mp-1213447
0.0,-2.302792008694171,6,"Ge,La,Na,O,S,Si",Na2La4Si3Ge4(S3O16)3,mp-2716378
0.0,-3.119210201851396,5,"Ca,Na,O,Si,Zr",Na2CaZr2Si10O27,mp-1197941
0.0,-2.360569167408457,6,"La,Na,O,S,Si,Sn",Na2La4Si3Sn4(S3O16)3,mp-2716286
0.0,-2.648971436453124,5,"H,K,O,Si,Zr",K3Zr4Si12HO44,mp-1226025
0.0,-3.114085159840488,5,"Ba,Na,O,Si,Ti",BaNa4Ti2(Si2O5)6,mp-1214578
0.0,-3.225464770395189,5,"Fe,Li,O,Sc,Si",Li7Sc9Fe(SiO3)20,mp-760050
0.0,-3.227209948333334,5,"Fe,Li,O,Sc,Si",Li7Sc9Fe(SiO3)20,mp-849995
0.0,-2.709149879115291,4,"Fe,Na,O,Si",Na9Fe10(SiO3)20,mp-775293
0.0,-2.943105231701031,3,"Mg,O,Si",Mg17(SiO3)20,mp-1203808
0.0,1.394443533333332,2,"O,Si",SiO2,mp-1398433
0.0,-2.003024864175258,5,"Al,La,N,O,Si",La13Al12Si18(N2O)18,mp-1212074
0.0,-1.403933754035088,5,"Al,N,O,Si,Y",YAl6Si18(N15O)2,mp-677127
0.0,-3.00128213991228,3,"Ca,O,Si",Ca(Si9O19)2,mp-1214452
0.0,-2.53476407731797,8,"Ba,K,Mn,Na,O,Si,Ti,W",K4Ba2Na4Ti8MnSi16(W4O29)2,mp-1213587
0.0,-2.458708109991039,5,"Ag,Al,O,S,Si",Al12Si12Ag16S5O48,mp-677726
0.0,-1.348805069100878,5,"Cl,N,O,Pr,Si",Pr16Si16N27Cl3O14,mp-735924
0.0,-2.867465222555556,2,"O,Si",SiO2,mp-685184
0.0,-3.098906276400171,6,"K,Li,Na,O,Si,Zr",KNa2Li3Zr2(Si2O5)6,mp-851120
0.0,0.375499037333332,2,"O,Si",SiO4,mp-936187
0.0,-2.9424121277155173,6,"Al,H,Mg,Na,O,Si",Na4Mg11AlSi12(HO10)4,mp-1221236
0.0,-2.976772594912583,5,"Ca,K,Na,O,Si",K2Na4Ca5(Si6O17)2,mp-1205191
0.0,-3.235680912619047,5,"Al,Ca,Fe,O,Si",Ca8Al11Fe(Si3O13)4,mp-1227819
0.0,-3.237326822380953,5,"Al,Ca,Fe,O,Si",Ca8Al11Fe(Si3O13)4,mp-1227897
0.0,-2.4619657582706083,5,"Ag,Al,O,S,Si",Al12Si12Ag16S5O48,mp-1248193
0.0,-3.075156435693965,5,"Eu,F,K,O,Si",K9Eu3Si12(O16F)2,mp-555060
0.0,-2.828480728476703,4,"O,Si,Sr,Ti",Sr12Ti4Si16O61,mp-1219453
0.0,-2.36531240647773,6,"Ca,Ge,Na,O,S,Si",Na6Ca2Si3Ge2(SO8)3,mp-2716270
0.0,-2.410468607561064,6,"Ca,Na,O,S,Si,Sn",Na6Ca2Si3Sn2(SO8)3,mp-2716248
0.0,-2.331466780849911,6,"Ca,In,Na,O,S,Si",Na10Ca4In4Si3(S3O16)3,mp-2714913
0.0,-2.958337485112499,5,"Al,K,Mg,O,Si",KMg3Al(SiO4)3,mp-1223539
0.0,-2.8415239342105263,4,"Al,Mg,O,Si",Mg3Al(SiO4)3,mp-1222440
0.0,-2.8124983793676472,4,"K,O,Si,Y",K3YSi3O10,mp-737385
0.0,-2.624882469447368,4,"Al,K,O,Si",K2Al2(SiO4)3,mp-1199876
0.0,-1.995839814411764,4,"Al,N,O,Si",Al2Si3(NO5)2,mp-1196501
0.0,-2.4286182105625,4,"Al,H,O,Si",Al2Si3(HO4)3,mp-734142
0.0,-3.124784921052631,4,"Al,Ca,O,Si",Ca2Al2(SiO4)3,mp-1198493
0.0,-2.48443526175,4,"Fe,O,Si,V",V2Fe3(SiO4)3,mp-21791
0.0,-2.813288218168105,4,"Mg,Mn,O,Si",Mg3Mn2(SiO4)3,mp-14044
0.0,-2.630743185304878,5,"Ca,Ga,H,O,Si",Ca6Ga6Si3(HO12)2,mp-686681
0.0,-2.664848467564655,4,"Mn,O,Si,V",Mn3V2(SiO4)3,mp-14046
0.0,-2.191773413750001,4,"O,Si,Sn,Zn",Zn3Si3(SnO6)2,mp-1364038
0.0,-2.997128344875,4,"Mg,O,Si,V",Mg3V2(SiO4)3,mp-14043
0.0,-2.670212824958334,4,"O,Si,Ti,Zn",Ti2Zn3(SiO4)3,mp-1254352
0.0,-1.8449654696666662,4,"Ag,O,Si,Zn",Zn3Si3(AgO6)2,mp-1324601
0.0,-2.010822102222222,2,"O,Si",SiO2,mp-557194
0.0,-3.126189272083333,4,"Mg,O,Si,Ti",Mg3Ti2(SiO4)3,mp-1262556
0.0,-1.815465304444444,2,"O,Si",SiO2,mp-556044
0.0,-2.482586457250001,4,"O,Si,V,Zn",V2Zn3(SiO4)3,mp-1251134
0.0,-2.920554827374999,4,"Ca,O,Si,Sn",Ca3Si3(SnO6)2,mp-1330803
0.0,-3.046187271168104,4,"Ca,Mn,O,Si",Ca3Mn2(SiO4)3,mp-14051
0.0,-3.076116905476191,5,"Al,Ca,Fe,O,Si",Ca2Al2FeSi3O13,mp-1196208
0.0,-2.808100159761905,5,"Al,Ca,Fe,O,Si",Ca2Al2FeSi3O13,mp-1228303
0.0,-3.122099409901476,5,"Al,Ca,Mn,O,Si",Ca2MnAl2Si3O13,mp-1227903
0.0,-2.388338656534962,6,"Mg,Na,Nb,O,S,Si",Na6Mg8Nb4Si3(S5O24)3,mp-2714430
0.0,-2.324054370717981,6,"Mg,Na,Nb,O,S,Si",Na6Mg16Nb8Si3(S11O48)3,mp-2714265
0.0,-2.330785108807472,6,"Ca,Na,O,S,Si,Sn",Na4CaSi3Sn3(SO8)3,mp-2713675
0.0,-2.5034526123601033,6,"La,Na,O,S,Si,Sn",Na4La2Si3Sn2(SO8)3,mp-2713616
0.0,-2.291031076702209,6,"Ca,Ge,Na,O,S,Si",Na4CaSi3Ge3(SO8)3,mp-2713539
0.0,-2.458479183675893,6,"Ge,La,Na,O,S,Si",Na4La2Si3Ge2(SO8)3,mp-2713321
0.0,1.257890095680076,6,"Al,Ca,Na,O,S,Si",Na3CaAl3Si3SO16,mp-1368522
0.0,-2.819486682829546,6,"Ga,H,K,Mg,O,Si",KMg3GaSi3(HO6)2,mp-1223547
0.0,-2.956504424761362,6,"Al,H,K,Mg,O,Si",KMg3AlSi3(HO6)2,mp-1223564
0.0,-3.323647632612499,6,"Al,F,K,Mg,O,Si",KMg3AlSi3(O5F)2,mp-1223512
0.0,-2.436392992261362,6,"Al,H,K,Ni,O,Si",KAlSi3Ni3(HO6)2,mp-1223621
0.0,-2.477735451375393,5,"Al,N,Na,O,Si",Na2Al3Si3NO13,mp-1203545
0.0,-2.975448708079936,5,"Al,Na,O,Rb,Si",Rb2Na2Al3(SiO4)3,mp-1209704
0.0,-2.851249989926564,5,"Al,Na,O,S,Si",Na4Al3Si3SO16,mp-1210353
0.0,-2.760837660457271,5,"Al,N,Na,O,Si",Na4Al3Si3NO12,mp-1210341
0.0,-2.391965729239131,5,"Be,Fe,O,S,Si",Be3Fe4Si3SO12,mp-19309
0.0,-3.213023907425289,5,"Ba,Eu,Na,O,Si",BaNaEu(SiO3)3,mp-1019735
0.0,-1.419227915,5,"Al,Ba,O,Si,W",BaAl2Si3(W2O5)2,mp-1214647
0.0,-3.385657808444941,5,"Ba,O,Se,Si,Sm",Ba2Sm3Si3SeO12,mp-1214802
0.0,-3.295131267799999,5,"Al,Ca,O,Si,U",Ca4UAl2(SiO5)3,mp-1227091
0.0,-2.841555986626984,5,"Be,O,Si,Ti,Zn",Ti2Be3Zn(SiO4)3,mp-1047879
0.0,-2.919900233333334,3,"Li,O,Si",Li(SiO2)6,mp-1235061
0.0,-2.337729845243904,3,"Bi,O,Si",Si6Bi9O26,mp-775315
0.0,-2.891582720625,4,"Hf,Mg,O,Si",HfMg30SiO32,mp-1039844
0.0,-0.640415436875,3,"H,O,Si",SiH2O,mp-1219307
